id,user_id,total,created_at
1,1,0.00,2024-01-01 00:00:00
2,2,0.00,2024-01-01 00:00:00
3,3,0.00,2024-01-01 00:00:00
4,4,0.00,2024-01-01 00:00:00
5,5,0.00,2024-01-01 00:00:00
6,6,0.00,2024-01-01 00:00:00
7,7,0.00,2024-01-01 00:00:00
8,8,0.00,2024-01-01 00:00:00
9,9,0.00,2024-01-01 00:00:00
10,10,0.00,2024-01-01 00:00:00
11,11,0.00,2024-01-01 00:00:00
12,12,0.00,2024-01-01 00:00:00
13,13,0.00,2024-01-01 00:00:00
14,14,0.00,2024-01-01 00:00:00
15,15,0.00,2024-01-01 00:00:00
16,16,0.00,2024-01-01 00:00:00
17,17,0.00,2024-01-01 00:00:00
18,18,0.00,2024-01-01 00:00:00
19,19,0.00,2024-01-01 00:00:00
20,20,0.00,2024-01-01 00:00:00
21,21,0.00,2024-01-01 00:00:00
22,22,0.00,2024-01-01 00:00:00
23,23,0.00,2024-01-01 00:00:00
24,24,0.00,2024-01-01 00:00:00
25,25,0.00,2024-01-01 00:00:00
26,26,0.00,2024-01-01 00:00:00
27,27,0.00,2024-01-01 00:00:00
28,28,0.00,2024-01-01 00:00:00
29,29,0.00,2024-01-01 00:00:00
30,30,0.00,2024-01-01 00:00:00
31,31,0.00,2024-01-01 00:00:00
32,32,0.00,2024-01-01 00:00:00
33,33,0.00,2024-01-01 00:00:00
34,34,0.00,2024-01-01 00:00:00
35,35,0.00,2024-01-01 00:00:00
36,36,0.00,2024-01-01 00:00:00
37,37,0.00,2024-01-01 00:00:00
38,38,0.00,2024-01-01 00:00:00
39,39,0.00,2024-01-01 00:00:00
40,40,0.00,2024-01-01 00:00:00
41,41,0.00,2024-01-01 00:00:00
42,42,0.00,2024-01-01 00:00:00
43,43,0.00,2024-01-01 00:00:00
44,44,0.00,2024-01-01 00:00:00
45,45,0.00,2024-01-01 00:00:00
46,46,0.00,2024-01-01 00:00:00
47,47,0.00,2024-01-01 00:00:00
48,48,0.00,2024-01-01 00:00:00
49,49,0.00,2024-01-01 00:00:00
50,50,0.00,2024-01-01 00:00:00
51,51,0.00,2024-01-01 00:00:00
52,52,0.00,2024-01-01 00:00:00
53,53,0.00,2024-01-01 00:00:00
54,54,0.00,2024-01-01 00:00:00
55,55,0.00,2024-01-01 00:00:00
56,56,0.00,2024-01-01 00:00:00
57,57,0.00,2024-01-01 00:00:00
58,58,0.00,2024-01-01 00:00:00
59,59,0.00,2024-01-01 00:00:00
60,60,0.00,2024-01-01 00:00:00
61,61,0.00,2024-01-01 00:00:00
62,62,0.00,2024-01-01 00:00:00
63,63,0.00,2024-01-01 00:00:00
64,64,0.00,2024-01-01 00:00:00
65,65,0.00,2024-01-01 00:00:00
66,66,0.00,2024-01-01 00:00:00
67,67,0.00,2024-01-01 00:00:00
68,68,0.00,2024-01-01 00:00:00
69,69,0.00,2024-01-01 00:00:00
70,70,0.00,2024-01-01 00:00:00
71,71,0.00,2024-01-01 00:00:00
72,72,0.00,2024-01-01 00:00:00
73,73,0.00,2024-01-01 00:00:00
74,74,0.00,2024-01-01 00:00:00
75,75,0.00,2024-01-01 00:00:00
76,76,0.00,2024-01-01 00:00:00
77,77,0.00,2024-01-01 00:00:00
78,78,0.00,2024-01-01 00:00:00
79,79,0.00,2024-01-01 00:00:00
80,80,0.00,2024-01-01 00:00:00
81,81,0.00,2024-01-01 00:00:00
82,82,0.00,2024-01-01 00:00:00
83,83,0.00,2024-01-01 00:00:00
84,84,0.00,2024-01-01 00:00:00
85,85,0.00,2024-01-01 00:00:00
86,86,0.00,2024-01-01 00:00:00
87,87,0.00,2024-01-01 00:00:00
88,88,0.00,2024-01-01 00:00:00
89,89,0.00,2024-01-01 00:00:00
90,90,0.00,2024-01-01 00:00:00
91,91,0.00,2024-01-01 00:00:00
92,92,0.00,2024-01-01 00:00:00
93,93,0.00,2024-01-01 00:00:00
94,94,0.00,2024-01-01 00:00:00
95,95,0.00,2024-01-01 00:00:00
96,96,0.00,2024-01-01 00:00:00
97,97,0.00,2024-01-01 00:00:00
98,98,0.00,2024-01-01 00:00:00
99,99,0.00,2024-01-01 00:00:00
100,100,0.00,2024-01-01 00:00:00
101,1,0.00,2024-01-01 00:00:00
102,2,0.00,2024-01-01 00:00:00
103,3,0.00,2024-01-01 00:00:00
104,4,0.00,2024-01-01 00:00:00
105,5,0.00,2024-01-01 00:00:00
106,6,0.00,2024-01-01 00:00:00
107,7,0.00,2024-01-01 00:00:00
108,8,0.00,2024-01-01 00:00:00
109,9,0.00,2024-01-01 00:00:00
110,10,0.00,2024-01-01 00:00:00
111,11,0.00,2024-01-01 00:00:00
112,12,0.00,2024-01-01 00:00:00
113,13,0.00,2024-01-01 00:00:00
114,14,0.00,2024-01-01 00:00:00
115,15,0.00,2024-01-01 00:00:00
116,16,0.00,2024-01-01 00:00:00
117,17,0.00,2024-01-01 00:00:00
118,18,0.00,2024-01-01 00:00:00
119,19,0.00,2024-01-01 00:00:00
120,20,0.00,2024-01-01 00:00:00
121,21,0.00,2024-01-01 00:00:00
122,22,0.00,2024-01-01 00:00:00
123,23,0.00,2024-01-01 00:00:00
124,24,0.00,2024-01-01 00:00:00
125,25,0.00,2024-01-01 00:00:00
126,26,0.00,2024-01-01 00:00:00
127,27,0.00,2024-01-01 00:00:00
128,28,0.00,2024-01-01 00:00:00
129,29,0.00,2024-01-01 00:00:00
130,30,0.00,2024-01-01 00:00:00
131,31,0.00,2024-01-01 00:00:00
132,32,0.00,2024-01-01 00:00:00
133,33,0.00,2024-01-01 00:00:00
134,34,0.00,2024-01-01 00:00:00
135,35,0.00,2024-01-01 00:00:00
136,36,0.00,2024-01-01 00:00:00
137,37,0.00,2024-01-01 00:00:00
138,38,0.00,2024-01-01 00:00:00
139,39,0.00,2024-01-01 00:00:00
140,40,0.00,2024-01-01 00:00:00
141,41,0.00,2024-01-01 00:00:00
142,42,0.00,2024-01-01 00:00:00
143,43,0.00,2024-01-01 00:00:00
144,44,0.00,2024-01-01 00:00:00
145,45,0.00,2024-01-01 00:00:00
146,46,0.00,2024-01-01 00:00:00
147,47,0.00,2024-01-01 00:00:00
148,48,0.00,2024-01-01 00:00:00
149,49,0.00,2024-01-01 00:00:00
